username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
adolfodcsilva;2019-04-23 16:22;0;2;"Uma Ex aluna me pediu conselhos sobre uma situação de assédio em uma autoescola de Mcz. Tá decidida a denunciar, só que somente na empresa. Acho pouco, mas já se encorajou, primeiro passo dado! pic.twitter.com/j2uN0VHkW4";;;;"1120769981040537600";https://twitter.com/adolfodcsilva/status/1120769981040537600
generonumero;2019-04-05 10:14;1;2;"Via @ folha: Embora cada vez mais presentes no mercado publicitário, as mulheres não estão em pé de igualdade com os homens em cargos de poder. Pesquisa mostra que 51% das mulheres que trabalham na área já sofreram assédio sexual na empresa. Leia mais: https://www1.folha.uol.com.br/amp/mercado/2019/04/na-publicidade-mulheres-sofrem-mais-assedio-e-chegam-menos-a-cargos-de-poder.shtml …";;@;;"1114154294754861056";https://twitter.com/generonumero/status/1114154294754861056
leonardodna;2019-04-01 23:27;0;0;"Mesmo assim, se a empresa não consegue te mudar de projeto num caso de assédio moral, não resta muita opção… :/";;;;"1112904301201051648";https://twitter.com/leonardodna/status/1112904301201051648
guibova;2019-03-26 10:49;0;0;"Como parte do meu recrutamento para uma empresa americana eu tive de passar por um curso sobre assédio moral e sexual dentro de uma empresa. Devo dizer que eu fiquei revivendo várias situações do meu passado profissional Br e concluindo que precisamos de algo do tipo aqui urgente";;;;"1110539148425940992";https://twitter.com/guibova/status/1110539148425940992
DiogoeNanda1;2019-03-21 22:05;0;1;"O tal do @ maurocezar pega uma discussão de Twitter, cita a empresa @ ArcelorMittal que demite o profissional. Acho que nós temos de invadir as redes sociais desta empresa e defendê-lo. Outro ponto é, algum advogado pode orientá-lo sobre um possível assédio moral !";;@ @;;"1108897504400207872";https://twitter.com/DiogoeNanda1/status/1108897504400207872
vitinho99CRF;2019-03-15 09:04;0;0;"depois da festa da empresa comecei a receber assédio nesse trabalho kkkkkkk pqp";;;;"1106526513074241536";https://twitter.com/vitinho99CRF/status/1106526513074241536
Marbarao_;2019-03-14 20:00;0;2;"A "empresa" demite mulher por assédio, proíbe os operadores de usarem certas roupas, pq os(as) supervisores podiam ir até pelados q não tinha problema e se incomoda de estarem usando o nome da empresa? Se todo mundo decidisse reclamar de algo de lá, ia faltar Twitter";;;;"1106329181049237507";https://twitter.com/Marbarao_/status/1106329181049237507
__iasmine__;2019-03-14 19:31;0;1;"Infelizmente apaguei os tt por constar o nome da empresa, lamentável mas lembrando assédio é crime.";;;;"1106322028213223425";https://twitter.com/__iasmine__/status/1106322028213223425
MeloCamposAdv;2019-02-28 19:33;0;0;"Uma empresa de tecnologia foi condenada pela Sexta Turma do Tribunal Superior do Trabalho a indenizar uma trabalhadora em R$ 5 mil por assédio moral, por ter sido ignorada pela gerente da… https://www.instagram.com/p/BucT9fEh0xo/?utm_source=ig_twitter_share&igshid=1bbds2ey2gzok …";;;;"1101249078950715392";https://twitter.com/MeloCamposAdv/status/1101249078950715392
PairsonnalitesE;2018-08-17 07:11;1;0;"PT | Stigmabase — Acusado de assédio é testemunha de empresa processada por discriminação http://dlvr.it/QgB3ZC";;;;"1030396603088089088";https://twitter.com/PairsonnalitesE/status/1030396603088089088
RafaelAdv1984;2018-08-01 09:21;0;0;"Assédio em transporte público é um problema alheio à empresa? A Terceira Turma do Superior Tribunal de Justiça (stjnoticias ) entendeu que não é determinou que a Companhia Paulista de… https://www.instagram.com/p/Bl76IzVnDBT/?utm_source=ig_twitter_share&igshid=1c2n3repdum0k …";;;;"1024631114298810368";https://twitter.com/RafaelAdv1984/status/1024631114298810368
ryamauti;2017-03-01 10:39;0;0;"CEO do Uber pede desculpas por empresa após queixa de assédio http://dlvr.it/NW7MVF # SDV Via @ examepic.twitter.com/8HIVvUYrHe";;@;#;"836933893563408384";https://twitter.com/ryamauti/status/836933893563408384
consumidornaba;2015-05-15 20:31;0;0;"Empresa que opera cinema de shopping de Cuiabá é condenada por assédio moral - http://goo.gl/F1T4qo  @… https://instagram.com/p/2uJlOSrUBz/";;@;;"599356365950291972";https://twitter.com/consumidornaba/status/599356365950291972
jess_candrade;2015-04-10 15:53;0;0;"Dança funk e rebola dentro de uma empresa, depois reclama de assédio. Tem que ser muito escrota mesmo!";;;;"586602941303418880";https://twitter.com/jess_candrade/status/586602941303418880
LucianoLucilari;2015-03-10 17:37;0;0;"Ex-funcionária da Google sofreu assédio sexual na empresa http://www.tecmundo.com.br/google/76276-ex-funcionaria-google-sofreu-assedio-sexual-empresa.htm …";;;;"575395056590417920";https://twitter.com/LucianoLucilari/status/575395056590417920
DimiKarate;2015-01-23 21:39;0;0;"@ tuttyupie Denúncia na delegacia da mulher, na prefeitura e na própria empresa do software. Isso caracteriza Assédio.";;@;;"558771109386911744";https://twitter.com/DimiKarate/status/558771109386911744
ggalvaolopes;2014-12-18 19:33;0;0;"@ faleonibus mulheres que passavam pela rua, de dentro do ônibus, expondo sua empresa/consórcio e cometendo crime de assédio sexual.";;@;;"545693472427352064";https://twitter.com/ggalvaolopes/status/545693472427352064
onaupe;2014-11-05 02:21;0;0;"" @ Estadao: Diretor do Tinder é acusado de assédio sexual e deixa empresa http://oesta.do/1pi5tSP "Combina";;@;;"529850966963945473";https://twitter.com/onaupe/status/529850966963945473
fabricio_kaka;2014-10-25 15:24;0;0;"@Jennifernavy_ pode ser kk mas tem que ser longe daa secretarias senao a empresa vai ser processada por assedio";;@Jennifernavy_;;"526076922749804544";https://twitter.com/fabricio_kaka/status/526076922749804544
liu_gui;2014-10-05 22:04;0;0;"@ showdavida essa matéria de assédio em empresa não é só nas empresas de operadora de telemark";;@;;"518929878910271488";https://twitter.com/liu_gui/status/518929878910271488
oliveira936;2014-07-09 15:04;0;0;"@ amandaramalhos Mandinha vc se apaixonou pela Nicole depois do beijo...rsrsrsrs em uma empresa fechada isto seria assédio. ..rsrsrsrs";;@;;"486933951878287360";https://twitter.com/oliveira936/status/486933951878287360
MarcosHamillton;2014-05-06 10:51;0;0;"Juiz ex-militar + pedido de Assédio + Eu advogando pela empresa = confusão (@Fórum da Justiça do Trabalho) http://4sq.com/1in9ICg";;@F;;"463677493506220032";https://twitter.com/MarcosHamillton/status/463677493506220032
oxentelrds;2014-04-20 04:22;0;0;"eu achava q trabalhar numa empresa cm homens seria melhor, pq cm mulher tem falsidade e fofoca, mas cm homens vc sofre mto , eh mto assedio";;;;"457781367208955905";https://twitter.com/oxentelrds/status/457781367208955905
stigmabase;2014-02-04 10:33;0;0;"BR : Funcionários acusam empresa aérea de assédio moral e crimes de ... - Homofobia, assédio moral e racismo são... http://dlvr.it/4rlvcm";;;;"430680506951139328";https://twitter.com/stigmabase/status/430680506951139328
stigmabase;2014-02-04 10:31;0;0;"BR : Funcionários acusam empresa aérea de assédio moral e crimes de ... - Homofobia, assédio moral e racismo são... http://dlvr.it/4rlv3l";;;;"430680063944556544";https://twitter.com/stigmabase/status/430680063944556544
stigmabase;2014-02-03 14:09;0;0;"BR : Funcionários acusam empresa aérea de assédio moral e crimes de ... - Homofobia, assédio moral e racismo são... http://dlvr.it/4rPzCJ";;;;"430372410559193088";https://twitter.com/stigmabase/status/430372410559193088
marcelosf08;2014-01-13 13:03;0;0;"Não vai dar certo isso... Ja tá dando assédio na empresa. Kkkkkkkk # lindademais @Jumper Sistemas de… http://instagram.com/p/jHQUG-lU_3/";;@Jumper;#;"422745618075762688";https://twitter.com/marcelosf08/status/422745618075762688
piistaachee;2013-10-09 18:17;0;0;"Sofrendo assédio na frente da Empresa Tivit.";;;;"388050706479206400";https://twitter.com/piistaachee/status/388050706479206400
CIaudioRoberto;2013-09-04 16:25;0;0;"" @ FelipePatury: Cresce estoque de ações trabalhistas http://glo.bo/1cGYYhD " eu sou um que processo a empresa por assédio moral";;@;;"375338860408233984";https://twitter.com/CIaudioRoberto/status/375338860408233984
furtado_costa;2013-06-12 00:59;0;0;"Assédio moral acarreta processo é triste que ainda há empresa que tem está prática criminosa.";;;;"344665200651272193";https://twitter.com/furtado_costa/status/344665200651272193
Eduslj;2013-05-13 14:20;0;0;"@ cabtavares nada, o professor falou de assédio sexual na empresa";;@;;"333995143818526721";https://twitter.com/Eduslj/status/333995143818526721
dardeandreia;2013-04-25 14:09;0;0;""@TV_Justica: Empresa aérea Gol é condenada pela Justiça do Trabalho a pagar R$ 1 milhão por assédio moral http://is.gd/4uTaTx #tvjustica“";;@TV_Justica;#tvjustica;"327469396442357760";https://twitter.com/dardeandreia/status/327469396442357760
CIaudioRoberto;2013-04-11 21:57;0;0;"fui vítima de assédio moral na empresa que eu trabalhava, pedi minha conta e estou tomando as devidas providências.";;;;"322513719173214208";https://twitter.com/CIaudioRoberto/status/322513719173214208
ddantaslemos;2012-09-03 17:17;1;0;"Luiz Antônio é acusado em diversos processos de assedio moral e também foi acusado de receber recursos da Empercom, empresa contratada";;;;"242718014603149312";https://twitter.com/ddantaslemos/status/242718014603149312
Hugorysdyk;2012-07-26 21:31;0;0;"@ heliopaz e eu sofri um enorme assédio para q através de minha empresa houvesse corrupção ativa e neguei veementemente e perdi muito dindin";;@;;"228648796110876672";https://twitter.com/Hugorysdyk/status/228648796110876672
gabriellucio_ls;2011-10-26 10:32;0;0;"Dano moral: empresa é condenada pelo assédio sexual praticado por gerente contra funcionária. http://migre.me/5ZWPh ”";;;;"129188730648006657";https://twitter.com/gabriellucio_ls/status/129188730648006657
IsmaelNeto;2011-08-07 21:35;0;0;"Como pode a empresa proibir a mãe d amamentar,ser uma das responsáveis pela sua morte, praticar assédio moral e ser multada em apenas 100mil";;;;"100364422530351104";https://twitter.com/IsmaelNeto/status/100364422530351104
jccn_ce;2011-07-21 10:07;0;0;"“ @ GEMT2010: 1ª turma do TRT-MA condena empresa de bebida por assédio moral http://bit.ly/qvSOOz ”";;@;;"94030826735542272";https://twitter.com/jccn_ce/status/94030826735542272
paulabazote;2011-04-15 16:11;0;0;"E claro que ela quer processar Deus e o mundo por assédio sexual e rescisão indireta contra a empresa. Preciso dizer do que ela precisa?";;;;"58970611204112384";https://twitter.com/paulabazote/status/58970611204112384
jorgegomespsi;2011-04-14 17:28;1;0;"Há uma rede intersubjetiva patológica na empresa p/ adoecer o sujeito. Não existe relação causal entre dois sujeitos no assédio. # ciapot2011";;;#;"58627693025034241";https://twitter.com/jorgegomespsi/status/58627693025034241
